,customerid,churn,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,charges_monthly,charges_total,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines
2154,3012-OALWM,no info,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,75.6,661.55,Male,0,0,0,9,1,No
2155,3012-VFFMN,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.65,158.95,Female,0,1,1,7,1,No
2156,3014-WJKSM,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Credit card (automatic),75.3,2263.4,Male,0,1,0,29,1,No
2157,3016-KSVCP,No,DSL,No,No,No,No,Yes,No,Month-to-month,0,Mailed check,33.75,1009.25,Male,0,1,0,29,0,No phone service
2158,3018-DZHFE,no info,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.55,19.55,Male,0,0,0,1,1,No
2159,3018-TFTSU,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),81.7,858.6,Male,0,0,0,12,1,No
2160,3021-VLNRJ,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,1,Credit card (automatic),70.8,3478.15,Female,0,0,1,50,1,No
2161,3022-BEXHZ,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),111.2,7530.8,Male,0,1,1,67,1,Yes
2162,3023-GFLBR,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Credit card (automatic),86.15,2745.7,Female,0,1,1,33,1,Yes
2163,3026-ATZYV,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,0,Bank transfer (automatic),75.1,2658.8,Female,0,1,1,37,1,No
2164,3027-YNWZU,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.0,1584.8,Female,0,1,0,64,1,Yes
2165,3027-ZTDHO,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,89.9,89.9,Male,0,0,0,1,1,No
2166,3030-YDNRM,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.85,572.45,Male,0,0,0,8,1,Yes
2167,3030-YZADT,Yes,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.95,431,Male,0,0,0,9,1,No
2168,3030-ZKIWL,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.05,20.05,Male,0,0,0,1,1,No
2169,3034-ZBEQN,Yes,DSL,No,Yes,Yes,No,No,No,One year,0,Mailed check,34.7,1604.5,Female,0,1,0,48,0,No phone service
2170,3038-PQIUY,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),66.15,2522.4,Female,0,0,0,38,1,Yes
2171,3039-MJSLN,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),20.2,50.6,Male,0,0,1,3,1,No
2172,3043-SUDUA,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.9,601.55,Female,0,0,0,32,1,No
2173,3043-TYBNO,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,0,Mailed check,60.65,196.9,Male,0,0,0,3,1,No
2174,3045-XETSH,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,94.85,953.45,Female,0,0,0,10,1,Yes
2175,3049-NDXFL,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Mailed check,85.8,85.8,Female,0,0,0,1,1,Yes
2176,3049-SOLAY,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.2,292.85,Female,0,1,0,3,1,Yes
2177,3050-GBUSH,No,DSL,No,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),34.8,113.95,Female,0,0,0,3,0,No phone service
2178,3050-RLLXC,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),81.25,4620.4,Female,0,1,1,56,1,Yes
2179,3055-MJDSB,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,24.6,190.1,Male,0,0,0,9,0,No phone service
2180,3055-OYMSE,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),73.8,4003.85,Female,1,0,0,53,1,No
2181,3055-VTCGS,No,DSL,No,No,Yes,No,No,Yes,One year,0,Credit card (automatic),58.55,3503.5,Female,0,0,0,63,1,No
2182,3057-VJJQE,No,DSL,Yes,No,No,No,No,No,Two year,0,Mailed check,55.25,1924.1,Male,0,0,0,35,1,Yes
2183,3058-HJCUY,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,102.6,4213.35,Male,0,1,1,41,1,Yes
2184,3058-WQDRE,No,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),25.15,331.85,Male,0,0,0,13,0,No phone service
2185,3059-NGMXB,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,0,Mailed check,69.2,944.65,Male,0,1,1,14,1,Yes
2186,3061-BCKYI,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.9,283.75,Male,0,0,0,14,1,No
2187,3062-ICYZQ,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,93.8,4539.35,Female,0,1,1,51,1,Yes
2188,3063-QFSZL,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,55.4,55.4,Female,0,0,0,1,1,No
2189,3066-RRJIO,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,69.95,69.95,Female,0,0,0,1,1,No
2190,3067-SVMTC,No,DSL,Yes,No,No,Yes,No,No,One year,0,Bank transfer (automatic),55.9,3848.8,Female,0,1,0,68,1,No
2191,3068-OMWZA,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,88.8,88.8,Male,1,0,0,1,1,Yes
2192,3069-SSVSN,No,DSL,No,No,No,No,No,No,One year,0,Mailed check,25.85,25.85,Female,0,0,0,1,0,No phone service
2193,3070-BDOQC,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,1,Electronic check,99.65,5941.05,Female,0,0,0,60,1,No
2194,3070-DVEYC,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,73.75,545.15,Male,1,0,0,7,1,Yes
2195,3070-FNFZQ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.4,478.75,Female,0,1,1,23,1,No
2196,3071-MVJCD,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Bank transfer (automatic),82.3,5815.15,Male,0,1,1,72,1,Yes
2197,3071-VBYPO,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,0,Electronic check,89.85,248.4,Male,0,1,1,3,1,No
2198,3074-GQWYX,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),75.9,357.75,Male,0,0,0,5,1,Yes
2199,3077-RSNTJ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.7,113.5,Female,0,1,1,6,1,No
2200,3078-NDXXG,no info,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,50.15,2139.1,Female,0,0,0,44,1,Yes
2201,3078-ZKNTS,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),19.75,246.7,Female,0,1,1,13,1,No
2202,3079-BCHLN,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.9,942.95,Male,0,1,0,47,1,No
2203,3082-VQXNH,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Credit card (automatic),29.8,94.4,Male,0,1,0,3,0,No phone service
2204,3082-WQRVY,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.65,228.65,Male,1,1,0,14,1,No
2205,3082-YVEKW,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,1,Bank transfer (automatic),77.15,1759.4,Female,0,1,1,23,1,Yes
2206,3084-DOWLE,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),92.0,6474.4,Female,0,1,0,72,1,Yes
2207,3085-QUOZK,Yes,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,43.95,43.95,Female,0,0,0,1,1,No
2208,3086-RUCRN,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),103.1,6595,Female,0,0,0,66,1,Yes
2209,3088-FVYWK,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.55,1336.1,Male,0,1,1,53,1,Yes
2210,3088-LHEFH,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),79.0,929.3,Female,0,0,0,11,1,Yes
2211,3090-HAWSU,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),111.6,6876.05,Male,0,0,0,61,1,Yes
2212,3090-LETTY,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Bank transfer (automatic),60.95,134.6,Male,0,0,1,2,1,Yes
2213,3090-QFUVD,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.3,20.3,Female,0,0,0,1,1,No
2214,3091-FYHKI,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,35.45,35.45,Male,0,0,0,1,0,No phone service
2215,3092-IGHWF,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,0,Electronic check,87.4,5918.8,Male,0,1,1,67,1,Yes
2216,3094-JOJAI,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,74.15,1387,Male,0,0,0,18,1,Yes
2217,3096-GKWEB,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.75,1691.9,Male,0,1,0,18,1,Yes
2218,3096-IZETN,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),78.1,947.3,Female,0,0,0,12,1,No
2219,3096-JRDSO,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),104.3,2867.75,Female,1,1,0,27,1,Yes
2220,3096-WPXBT,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,1,Credit card (automatic),100.7,6018.65,Female,0,1,1,61,1,Yes
2221,3096-YXENJ,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),107.65,7082.85,Female,0,1,0,65,1,Yes
2222,3097-FQTVJ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.0,810.3,Female,0,0,0,41,1,No
2223,3097-IDVPU,No,DSL,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),50.1,910.45,Male,0,1,1,19,1,Yes
2224,3097-NNSPB,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),49.05,91.1,Female,0,0,0,2,1,No
2225,3097-NQYSN,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Mailed check,86.85,156.35,Male,1,1,0,2,1,Yes
2226,3097-PYWXL,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,19.95,82.9,Female,0,1,1,4,1,No
2227,3099-OONVS,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,0,Electronic check,54.3,1296.8,Male,0,1,1,25,1,No
2228,3104-OWCGK,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,0,Electronic check,90.95,5453.4,Male,0,1,1,60,1,No
2229,3106-ULWFW,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),85.2,627.4,Female,0,1,0,8,1,Yes
2230,3108-PCCGG,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,0,Credit card (automatic),84.45,5899.85,Male,1,1,0,72,1,Yes
2231,3113-IWHLC,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,1,Mailed check,55.8,274.35,Male,0,0,0,5,1,No
2232,3115-CZMZD,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.25, ,Male,0,0,1,0,1,No
2233,3115-JPJDD,No,Fiber optic,Yes,No,Yes,No,No,No,One year,1,Credit card (automatic),81.25,4639.45,Female,0,1,0,59,1,No
2234,3118-UHVVQ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.8,1911.5,Female,0,1,0,68,1,Yes
2235,3120-FAZKD,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),24.05,1230.9,Male,0,1,1,54,1,Yes
2236,3125-RAHBV,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),20.3,467.15,Male,0,0,0,22,1,No
2237,3126-WQMGH,No,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),52.15,2583.75,Female,0,1,0,49,1,Yes
2238,3128-YOVTD,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),79.15,4018.55,Female,0,1,1,51,1,No
2239,3129-AAQOU,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.6,485.9,Female,0,1,1,19,1,Yes
2240,3130-ICDUP,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Credit card (automatic),80.55,188.1,Female,0,0,1,2,1,Yes
2241,3131-NWVFJ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.55,294.5,Female,0,1,1,14,1,No
2242,3132-TVFDZ,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,44.85,2572.95,Male,1,1,0,57,0,No phone service
2243,3133-PZNSR,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,1,Credit card (automatic),97.75,6991.6,Male,0,1,1,72,1,Yes
2244,3134-DSHVC,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,0,Credit card (automatic),98.0,6218.45,Female,0,0,0,63,1,Yes
2245,3134-JCVOE,no info,DSL,No,Yes,No,No,No,No,Month-to-month,0,Mailed check,29.2,98.5,Female,0,0,0,3,0,No phone service
2246,3137-LUPIX,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,1,Mailed check,64.4,253,Female,0,0,0,4,1,Yes
2247,3137-NYQQI,No,DSL,Yes,Yes,No,No,No,Yes,One year,0,Mailed check,64.8,1175.6,Male,0,1,0,17,1,No
2248,3138-BKYAV,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,85.35,489.45,Male,0,0,0,6,1,No
2249,3143-ILDAL,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,1,Electronic check,94.45,5124.6,Male,0,0,0,56,1,Yes
2250,3143-JQEGI,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,88.35,1222.8,Female,0,1,1,13,1,No
2251,3144-AUDBS,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,49.15,270.8,Female,0,1,0,6,1,No
2252,3144-KMTWZ,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Bank transfer (automatic),93.25,6669.45,Male,0,1,0,71,1,Yes
2253,3146-JTQHR,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.6,189.45,Male,0,1,0,10,1,No
2254,3146-MSEGF,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),88.05,6425.65,Female,1,1,1,72,1,Yes
2255,3148-AOIQT,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),24.95,1718.35,Female,0,1,0,69,1,Yes
2256,3148-BLQJT,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.1,20.1,Male,0,0,0,1,1,No
2257,3154-CFSZG,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,0,Electronic check,90.05,4137.2,Male,0,1,1,47,1,No
2258,3154-HMWUU,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.5,1198.8,Male,0,1,0,60,1,No
2259,3156-QLHBO,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.25,48.35,Male,0,0,1,2,1,No
2260,3158-MOERK,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,96.0,174.8,Female,0,0,0,2,1,Yes
2261,3160-TYXLT,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),46.3,2546.85,Male,0,0,0,53,0,No phone service
2262,3161-GETRM,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),90.05,3097,Male,0,1,1,34,1,Yes
2263,3161-ONRWK,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,1,Bank transfer (automatic),65.85,3928.3,Male,0,1,1,60,1,No
2264,3161-PJNCN,no info,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.05,1263.05,Female,1,1,0,67,1,No
2265,3162-KKZXO,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,100.15,5409.75,Female,1,0,0,55,1,Yes
2266,3162-ZJZFU,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,1,Electronic check,92.55,4779.45,Male,0,1,1,53,1,No
2267,3164-AALRN,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,1,Mailed check,70.0,347.4,Male,0,0,0,5,1,No
2268,3164-YAXFY,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,53.75,3196,Male,0,0,0,57,0,No phone service
2269,3165-HDOEW,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.85,45.85,Male,0,1,1,1,1,No
2270,3166-PNEOF,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),86.45,5175.3,Female,0,0,0,61,1,Yes
2271,3167-SNQPL,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,0,Electronic check,101.15,3741.85,Male,1,1,1,38,1,Yes
2272,3170-GWYKC,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),104.95,6236.75,Female,0,0,0,60,1,No
2273,3170-NMYVV,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.15,930.9,Female,0,1,1,50,1,No
2274,3173-NVMPX,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,55.3,501.2,Female,0,1,1,9,1,Yes
2275,3173-WSSUE,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.7,1415.85,Female,0,1,1,71,1,No
2276,3174-AKMAS,No,DSL,No,Yes,No,Yes,Yes,No,Two year,1,Credit card (automatic),64.2,3009.5,Female,0,1,0,46,1,No
2277,3174-RKMOW,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,109.95,3782.4,Male,0,1,1,35,1,Yes
2278,3177-LASXD,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,71.35,71.35,Female,0,0,0,1,1,No
2279,3178-CIFOT,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),19.65,478.1,Female,0,0,0,23,1,No
2280,3178-FESZO,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),100.25,100.25,Female,0,0,0,1,1,Yes
2281,3179-GBRWV,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),64.95,1339.8,Male,1,1,0,21,1,No
2282,3181-MIZBN,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.75,313.4,Male,0,1,1,16,1,No
2283,3181-VTHOE,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,1,Bank transfer (automatic),51.05,3635.15,Male,0,1,0,70,0,No phone service
2284,3186-AJIEK,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),105.65,6844.5,Male,0,0,0,66,1,No
2285,3186-BAXNB,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,0,Electronic check,91.7,91.7,Female,0,0,0,1,1,No
2286,3190-FZATL,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.95,268.4,Male,0,0,1,14,1,No
2287,3190-ITQXP,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.25,890.35,Female,0,1,1,46,1,No
2288,3190-XFANI,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,1,Bank transfer (automatic),100.6,5069.65,Male,0,0,1,49,1,Yes
2289,3191-CSNMG,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,80.7,239.45,Female,0,1,1,3,1,No
2290,3192-LNKRK,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Mailed check,84.05,2909.95,Male,0,1,1,34,1,No
2291,3192-NQECA,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),110.0,7611.85,Male,0,1,0,68,1,Yes
2292,3194-ORPIK,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),84.4,4116.15,Female,0,1,1,50,1,Yes
2293,3195-TQDZX,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,20.25,61.45,Male,0,0,0,3,1,No
2294,3196-NVXLZ,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Mailed check,84.6,2088.05,Female,0,0,0,25,1,Yes
2295,3197-ARFOY,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,1,Mailed check,105.0,2007.25,Female,1,0,0,19,1,No
2296,3197-NNYNB,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,0,Credit card (automatic),105.1,6631.85,Male,0,0,0,65,1,Yes
2297,3198-VELRD,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),84.75,264.85,Female,0,1,1,3,1,Yes
2298,3199-NPKCN,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,111.25,7511.65,Female,0,1,0,67,1,Yes
2299,3199-XGZCY,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.25,576.7,Female,0,0,0,8,1,Yes
2300,3200-MNQTF,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Credit card (automatic),70.9,4677.1,Male,0,1,0,67,1,Yes
2301,3205-MXZRA,No,DSL,No,No,No,Yes,Yes,No,One year,0,Credit card (automatic),59.45,1507,Male,0,0,0,26,1,No
2302,3207-OYBWH,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Bank transfer (automatic),95.25,5427.05,Male,1,1,0,57,1,Yes
2303,3208-YPIOE,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,75.25,3017.65,Male,0,0,0,39,1,Yes
2304,3209-ZPKFI,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,54.25,2538.2,Male,0,1,1,47,1,Yes
2305,3211-AAPKX,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Mailed check,98.55,2031.95,Male,0,0,0,20,1,Yes
2306,3211-ILJTT,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),70.4,1214.05,Male,0,1,0,17,1,No
2307,3212-KXOCR,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),21.0,1107.2,Male,0,0,0,52,1,No
2308,3213-VVOLG,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.35, ,Male,0,1,1,0,1,Yes
